,OVERALL,Ball Control,Dribbling,Marking,Slide Tackle,Stand Tackle,Aggression,Reactions,Att.Position,Interceptions,Vision,Composure,Crossing,short_pass,long_pass,acceleration,stamina,strength,balance,sprint_speed,agility,jumping,heading,shot_power,finishing,long_shots,curve,fk_acc,penalties,volleys,gk_positioning,gk_diving,gk_handling,gk_kicking,gk_reflexes
14989,61,61,59,26,20,22,66,54,60,43,58,48,52,57,52,64,60,77,66,67,66,73,62,60,62,58,53,36,58,55,16,9,8,6,16
14990,61,43,35,58,61,66,52,52,26,62,37,55,41,47,40,54,64,80,52,54,64,73,63,55,30,23,23,44,60,17,7,7,14,11,15
14991,61,60,60,57,57,59,65,60,51,60,59,62,32,60,59,74,68,68,84,75,80,81,52,66,47,59,46,48,40,41,14,10,6,6,13
14992,61,60,62,22,21,22,59,56,58,24,54,55,53,56,52,75,72,80,43,77,56,63,59,61,57,55,53,52,46,59,16,7,12,16,13
14993,61,51,46,55,57,60,77,56,40,57,47,59,46,52,53,42,60,80,56,51,47,80,60,50,24,29,45,35,35,31,6,12,10,15,10
14994,61,57,56,59,60,60,75,61,63,62,63,64,41,59,60,46,83,85,34,49,41,70,63,58,55,58,57,57,57,30,14,13,12,8,11
14995,61,16,14,15,16,17,23,63,15,21,44,59,13,32,32,38,21,72,51,40,25,60,14,44,13,13,13,9,16,10,58,61,60,59,62
14996,61,57,55,59,56,57,63,57,58,62,59,60,62,57,58,59,62,59,60,63,70,62,57,45,47,47,49,49,49,42,7,12,11,7,11
14997,61,54,54,59,58,59,70,56,60,59,60,56,54,54,57,34,57,80,57,45,62,68,62,55,53,57,41,43,62,40,8,16,10,15,11
14998,61,47,43,60,62,65,59,53,37,64,24,53,55,48,51,45,65,77,33,53,51,76,51,43,32,12,48,24,32,24,15,7,6,14,12
14999,61,52,48,19,12,14,58,52,60,20,45,53,55,53,30,83,30,71,57,86,67,92,66,67,61,55,50,21,46,56,13,14,12,15,15
15000,61,41,37,59,60,61,68,59,36,61,28,55,29,44,39,50,70,80,37,47,55,71,62,41,37,33,36,28,40,36,8,12,8,6,16
15001,61,52,49,56,56,59,60,56,44,60,44,57,59,51,41,65,75,67,57,63,62,80,50,58,24,38,73,70,55,34,13,12,15,10,8
15002,61,46,22,60,61,61,63,58,33,60,22,62,29,54,41,42,66,73,53,47,40,74,62,51,24,26,26,24,17,27,12,8,11,12,11
15003,61,57,53,22,20,26,56,56,65,37,60,61,41,58,39,53,69,72,62,61,65,78,61,65,64,56,49,47,61,60,11,12,8,10,6
15004,61,63,60,48,33,47,63,62,62,50,64,57,63,63,62,69,67,62,74,73,77,63,48,61,59,65,65,65,59,57,9,11,14,14,9
15005,61,24,15,20,13,13,40,51,14,26,43,46,13,33,36,31,30,65,52,28,55,44,11,47,12,14,16,11,13,15,61,61,61,62,60
15006,61,61,61,23,37,39,60,58,60,45,58,61,59,58,50,73,58,62,73,72,74,48,52,59,56,57,53,54,54,55,15,15,8,12,7
15007,61,22,13,16,11,11,24,57,16,23,34,43,21,22,23,52,43,60,64,49,64,70,11,45,12,12,11,24,20,11,55,64,59,60,64
15008,61,69,56,35,54,56,86,67,67,55,60,65,44,64,60,33,52,81,40,31,34,81,61,64,63,36,47,42,68,43,9,7,6,16,16
15009,61,59,58,53,53,56,59,54,55,55,52,60,62,59,57,78,65,71,59,76,59,70,54,53,43,40,55,30,43,20,14,8,10,13,12
15010,61,51,57,55,61,64,72,53,45,59,38,56,50,44,47,69,76,66,79,68,81,70,57,44,15,25,32,32,27,23,8,9,6,8,7
15011,61,47,22,58,60,63,56,57,24,60,40,59,21,52,57,50,63,76,51,38,60,75,64,44,27,30,19,24,21,20,15,12,16,9,14
15012,61,60,60,40,16,12,69,55,58,30,57,58,58,57,54,75,69,74,60,72,72,70,59,61,56,57,60,50,63,59,13,16,10,13,7
15013,61,57,61,51,25,28,51,50,62,49,59,59,54,62,61,66,65,59,68,71,67,67,40,53,54,57,55,42,46,40,11,9,6,8,10
15014,61,63,47,61,59,62,60,58,27,58,44,63,52,64,55,34,34,71,62,34,61,63,59,50,32,43,53,29,30,48,16,12,9,8,13
15015,61,55,53,60,58,60,69,60,49,61,59,65,53,59,57,48,63,77,59,42,55,75,61,52,42,44,43,45,49,44,10,6,12,10,15
15016,61,59,47,61,59,61,62,61,37,60,54,62,46,64,53,32,34,78,54,33,31,55,57,58,21,48,36,26,29,26,8,11,15,16,15
15017,61,57,54,58,61,60,85,64,42,58,43,51,56,57,54,66,66,68,62,55,69,59,46,60,36,41,45,35,54,36,6,7,7,7,13
15018,61,14,15,20,15,13,30,62,10,14,42,59,17,19,24,42,32,58,39,23,37,63,16,45,11,13,15,11,11,15,59,61,60,60,60
15019,61,55,51,63,59,61,65,57,51,60,43,52,58,52,51,54,73,72,57,51,71,67,60,43,35,39,45,40,41,22,8,15,14,10,16
15020,61,53,47,61,58,59,61,63,44,59,43,64,63,62,60,52,61,75,53,52,52,56,58,40,34,44,36,39,42,32,11,14,9,13,16
15021,61,53,56,61,62,62,61,57,44,60,53,57,60,57,51,54,64,65,58,55,61,76,51,44,24,33,44,28,30,26,13,13,6,12,6
15022,61,51,49,61,60,61,63,59,46,60,45,56,49,51,50,51,53,73,64,50,53,80,61,46,35,42,45,47,42,32,12,11,13,7,8
15023,61,60,58,19,16,31,74,64,64,27,65,64,43,54,42,53,67,79,60,54,61,75,63,61,60,54,44,29,64,55,10,14,15,16,7
15024,61,53,44,61,58,61,63,61,32,60,45,48,40,60,58,31,63,81,50,34,49,39,59,59,42,40,42,41,30,45,12,9,6,12,12
15025,61,49,47,64,62,63,54,55,34,63,51,53,60,54,50,64,44,74,53,65,58,54,62,58,30,35,27,48,40,36,11,10,13,8,9
15026,61,24,11,13,13,14,32,56,15,16,41,50,15,22,16,34,33,54,52,32,47,50,13,41,12,14,13,13,24,13,62,61,62,55,58
15027,61,22,16,8,12,13,30,60,11,21,45,44,13,30,31,39,40,70,60,42,57,62,17,44,16,15,16,20,16,17,61,60,61,58,60
15028,61,32,16,21,15,15,28,58,15,19,59,62,20,43,40,32,28,64,58,38,50,59,12,45,15,17,26,16,20,20,61,58,62,60,59
15029,61,62,64,54,48,55,56,70,62,52,63,58,65,63,61,54,42,57,71,56,71,53,50,61,55,63,68,52,53,56,9,14,8,12,8
15030,60,60,62,19,21,21,50,56,59,19,47,62,40,52,39,60,53,56,60,61,59,59,62,66,63,59,47,34,56,55,8,11,7,8,14
15031,60,52,46,56,59,66,56,55,28,58,50,55,33,53,47,64,57,67,61,71,57,75,58,47,26,23,43,26,39,30,11,8,10,14,13
15032,60,52,55,52,56,57,64,50,54,57,53,60,61,57,53,79,59,52,79,73,60,62,50,47,46,46,51,42,41,41,13,10,12,8,13
15033,60,48,36,59,65,64,50,53,28,62,31,51,35,55,38,67,57,60,69,69,60,65,60,48,24,24,35,29,43,30,7,13,11,7,7
15034,60,60,65,22,16,16,28,56,53,12,51,50,55,54,47,77,46,38,78,75,70,34,49,60,54,56,59,46,52,56,14,6,10,7,11
15035,60,46,45,53,63,67,54,50,26,56,31,51,48,52,36,62,54,78,42,68,40,60,59,45,26,24,45,29,38,26,7,12,14,14,11
15036,60,60,71,20,16,21,29,60,50,20,51,54,45,55,50,65,58,54,69,69,56,53,57,69,70,63,58,41,69,65,6,9,15,14,5
15037,60,60,63,48,56,58,56,54,58,50,58,56,51,64,61,65,67,63,67,64,63,58,51,51,50,53,31,34,37,29,9,6,6,5,7
15038,60,66,61,32,42,48,44,54,58,40,58,57,46,66,59,66,76,47,76,64,69,55,46,51,56,52,49,52,50,43,6,11,13,6,14
15039,60,53,64,22,22,20,38,56,61,20,53,53,38,56,48,72,58,67,63,75,70,61,58,56,68,58,56,50,63,55,8,8,12,13,13
15040,60,64,58,57,56,53,46,53,53,54,52,50,56,70,61,54,64,63,68,65,57,60,58,63,44,65,53,46,40,55,10,12,15,13,7
15041,60,55,61,34,39,34,52,48,60,42,60,55,60,62,60,61,60,47,75,63,60,59,40,50,55,32,32,39,41,38,14,10,14,8,9
15042,60,53,48,57,56,59,60,51,31,59,40,69,26,61,46,62,58,73,54,56,49,76,57,43,32,35,21,27,30,22,6,9,15,6,11
15043,60,15,14,10,14,12,22,58,9,15,28,31,13,24,20,28,27,71,50,21,37,64,11,41,10,9,12,13,16,6,54,62,56,55,66
15044,60,62,63,42,48,49,57,52,56,48,56,43,45,68,61,66,61,45,78,64,60,66,55,66,48,51,53,48,55,43,10,11,11,12,9
15045,60,17,15,8,13,11,24,53,5,8,30,36,15,21,27,41,28,44,55,40,47,66,11,40,10,6,11,14,14,9,54,62,57,53,66
15046,60,51,65,55,60,61,55,55,45,55,55,58,55,58,50,70,55,55,65,70,55,60,55,50,44,45,35,55,66,44,14,12,12,9,7
15047,60,55,53,19,20,23,33,50,55,11,48,45,30,55,30,55,57,78,55,57,53,60,63,68,65,60,55,38,65,58,14,14,10,7,15
15048,60,58,62,26,25,28,47,58,58,25,50,59,35,64,59,74,68,64,76,72,68,68,62,68,64,63,46,39,63,55,12,14,7,9,8
15049,60,59,56,50,60,64,52,58,48,57,36,48,50,44,28,72,62,55,65,70,59,57,46,26,34,31,39,37,44,29,6,6,5,14,6
15050,60,65,56,51,59,60,64,59,52,57,58,47,55,52,42,73,55,49,70,69,65,61,44,65,41,56,36,41,42,34,14,12,10,5,14
15051,60,62,54,40,56,63,58,61,55,55,59,41,41,65,58,65,61,58,64,64,60,60,44,49,55,51,35,38,40,38,10,11,12,9,14
15052,60,18,9,10,12,15,21,54,11,11,37,36,14,25,22,34,26,55,41,31,32,53,14,44,8,9,12,13,13,10,57,61,59,58,61
15053,60,20,11,8,12,11,30,50,5,8,48,28,14,24,16,44,35,44,50,42,46,70,9,43,10,8,19,12,20,10,60,60,59,57,64
15054,60,55,59,43,52,59,56,55,47,56,55,40,65,58,44,72,66,66,54,67,52,64,48,41,33,42,62,28,34,35,8,14,7,6,9
15055,60,61,62,39,44,47,29,44,52,36,54,51,57,60,57,67,63,40,67,69,60,48,44,61,56,51,57,47,50,54,7,13,5,12,6
15056,60,44,26,60,70,72,49,51,22,60,39,52,36,46,37,58,64,55,60,54,48,67,60,49,24,31,27,30,42,32,10,12,8,9,12
15057,60,60,65,33,33,35,33,49,55,35,57,55,52,60,59,71,61,50,65,71,66,55,38,67,58,58,63,49,62,55,9,13,11,15,14
15058,60,60,67,16,20,16,33,50,53,20,48,45,33,53,50,67,59,60,66,65,58,55,53,65,67,61,48,33,66,63,7,11,7,9,12
15059,60,18,7,6,15,13,18,55,5,15,51,33,13,17,25,33,26,60,33,50,35,61,11,43,7,9,11,15,16,7,58,60,60,57,60
15060,60,59,64,23,17,22,47,52,56,22,57,55,55,60,46,70,59,51,61,71,64,58,55,60,60,56,56,41,64,59,14,11,7,13,8
15061,60,60,70,21,28,22,30,53,55,21,42,48,62,52,56,71,60,48,68,70,65,40,35,57,56,55,53,56,60,52,5,5,14,13,11
15062,60,69,68,19,16,18,41,51,51,22,60,64,51,55,46,69,51,54,68,65,72,59,52,60,61,55,67,41,62,56,13,5,11,5,7
15063,60,57,54,57,60,62,60,53,37,49,33,50,52,56,54,64,61,71,64,67,62,70,58,43,29,31,36,30,35,34,13,10,6,6,11
15064,60,60,61,55,55,60,59,60,60,65,61,55,55,62,61,65,65,55,67,65,59,55,55,55,40,51,55,45,61,38,13,14,13,15,15
15065,60,61,65,18,18,16,29,54,59,17,41,60,34,56,42,67,70,72,70,65,68,68,62,57,61,56,35,27,59,41,8,11,9,12,14
15066,60,64,63,38,54,52,48,57,55,36,54,66,54,70,69,63,42,43,65,62,54,56,44,61,49,43,61,47,55,46,10,8,5,12,12
15067,60,62,61,38,32,25,29,42,57,17,57,49,61,59,51,66,59,47,74,65,55,48,46,63,55,40,49,39,58,57,8,13,8,10,15
15068,60,16,14,9,12,11,33,39,8,11,40,22,10,25,25,34,31,64,51,21,28,55,15,44,6,8,12,9,20,4,63,62,60,58,64
15069,60,61,60,17,15,18,50,57,53,15,48,52,33,46,40,63,63,64,56,62,60,68,60,62,66,54,40,32,60,52,13,7,5,6,10
15070,60,65,60,12,11,11,34,60,60,15,48,42,30,42,32,59,60,60,57,58,52,59,56,55,68,55,33,32,59,53,7,15,8,14,12
15071,60,50,53,60,59,62,52,54,48,50,39,56,50,57,29,65,68,57,70,67,60,64,60,30,21,28,26,26,39,28,13,11,13,14,11
15072,60,18,14,6,12,14,25,54,8,10,28,31,13,15,21,27,23,49,41,25,33,64,12,47,6,8,14,11,11,9,60,58,63,62,58
15073,60,62,57,18,16,21,51,45,57,16,47,55,39,55,43,61,55,76,52,63,59,60,60,63,64,51,38,37,62,56,12,11,14,14,9
15074,60,61,64,51,56,54,54,55,59,55,49,54,53,61,58,82,54,52,73,77,71,71,47,59,40,56,65,35,49,42,6,11,14,14,10
15075,60,65,68,52,59,49,47,56,55,31,63,61,52,69,68,61,41,59,59,55,64,55,49,66,50,44,63,49,54,50,9,13,8,10,7
15076,60,61,64,25,19,28,38,53,59,23,52,59,42,51,39,61,59,52,56,58,58,61,61,61,67,59,48,37,62,52,13,9,12,14,6
15077,60,61,62,21,31,34,60,59,55,27,58,56,50,58,52,70,53,45,85,74,83,38,40,56,57,50,54,43,45,51,5,7,7,8,9
15078,60,33,32,61,71,72,50,45,32,59,28,54,29,38,30,56,62,63,59,53,47,65,62,46,25,28,33,27,41,33,14,11,13,7,14
15079,60,58,64,54,59,57,64,58,56,57,49,52,58,59,59,65,54,52,72,67,64,54,55,58,36,40,45,39,42,35,8,9,7,14,6
15080,60,52,59,22,20,20,56,52,60,24,45,54,35,57,41,54,59,68,55,50,49,63,68,66,64,56,38,32,69,58,6,14,14,9,8
15081,60,60,59,41,44,34,48,53,55,24,61,67,60,69,66,68,68,63,62,74,58,55,57,54,43,48,51,57,62,49,7,9,11,9,5
15082,60,41,29,54,65,69,48,54,31,60,28,47,31,36,27,61,64,74,43,60,40,72,58,40,29,26,35,35,42,26,15,8,13,8,8
15083,60,62,52,25,22,22,52,49,52,22,48,53,33,49,34,55,55,48,79,60,53,69,75,62,70,55,32,29,59,52,15,14,12,14,14
15084,60,58,63,17,20,13,35,58,56,11,53,47,30,49,36,67,56,68,62,68,61,60,54,63,63,49,44,30,58,53,6,14,6,12,8
15085,60,64,66,46,48,56,58,58,64,46,56,64,56,64,58,68,55,48,74,66,78,60,58,64,64,58,58,48,54,56,7,14,13,11,11
15086,60,12,14,11,14,11,29,50,8,12,39,37,14,29,26,26,19,50,46,31,30,63,13,43,9,5,13,11,15,7,59,59,60,57,63
15087,60,13,12,8,11,13,30,52,7,15,36,35,13,22,19,35,29,57,28,42,30,45,12,43,9,8,14,11,11,7,55,63,60,57,63
15088,60,45,43,61,63,67,51,54,31,61,35,45,37,52,59,42,55,63,52,55,39,69,54,50,24,25,39,28,45,38,6,9,13,6,8
15089,60,65,62,32,32,34,55,53,49,29,57,50,52,62,57,65,58,61,62,67,66,64,47,63,60,61,58,59,60,57,6,15,12,12,6
15090,60,58,61,55,55,57,58,50,53,51,64,40,67,61,59,66,69,59,70,60,59,56,49,40,44,32,65,51,45,45,15,10,11,8,9
15091,60,63,61,51,57,58,60,58,58,52,58,47,46,65,64,65,59,50,60,64,57,58,59,60,39,41,48,40,50,40,7,6,12,5,11
15092,60,58,55,25,26,28,63,57,57,26,53,54,55,54,46,55,72,84,44,64,53,72,65,64,62,55,41,56,53,43,13,11,6,11,12
15093,60,52,56,61,55,63,61,53,46,50,59,48,55,63,64,70,60,68,67,67,66,58,58,51,41,45,41,45,48,33,7,10,14,11,12
15094,60,59,65,44,51,54,49,51,49,43,60,59,58,64,62,73,40,58,72,73,73,60,43,55,59,43,57,39,45,54,14,11,12,6,13
15095,60,60,64,38,32,32,51,48,58,21,56,58,56,54,47,71,60,57,72,72,74,49,34,60,59,62,61,56,43,40,14,13,6,12,13
15096,60,55,60,13,15,13,27,58,58,11,55,53,50,62,52,79,60,66,76,78,78,65,58,54,60,55,45,34,63,57,12,11,9,12,12
15097,60,65,68,21,22,26,31,50,50,15,57,40,60,55,68,68,48,42,83,68,55,41,40,58,59,55,37,32,61,41,10,9,12,12,10
15098,60,60,26,55,62,55,47,48,21,61,30,41,65,57,39,60,58,51,65,55,44,73,58,31,23,22,27,26,39,24,14,13,9,12,6
15099,60,59,45,61,60,60,48,51,40,55,37,40,61,57,58,63,60,49,70,61,59,56,49,20,22,28,30,31,35,22,13,13,14,7,5
15100,60,61,65,50,61,67,50,55,61,52,50,55,44,65,61,59,67,55,66,62,55,69,57,55,55,61,58,55,61,44,10,14,13,8,8
15101,60,44,41,57,64,70,50,54,28,53,36,48,42,56,52,54,65,64,58,59,49,70,60,44,26,30,30,33,38,36,9,14,13,6,11
15102,60,55,58,51,58,60,57,54,35,56,53,48,48,66,63,63,54,77,58,58,58,57,51,56,38,36,43,44,50,40,10,6,7,6,5
15103,60,64,59,59,61,65,58,56,51,59,67,42,46,60,56,70,61,52,73,66,73,67,37,57,45,49,36,41,37,33,10,12,7,11,7
15104,60,59,60,37,48,56,56,60,63,55,61,51,51,66,63,65,59,49,55,61,58,65,57,64,39,49,48,45,47,40,6,10,7,12,10
15105,60,62,59,56,50,54,64,64,57,57,60,70,58,62,60,64,58,66,68,66,61,56,47,57,46,56,65,41,45,38,8,9,12,14,12
15106,60,62,59,60,61,63,59,51,24,63,34,44,36,64,61,61,62,56,66,68,44,61,58,41,23,35,40,46,48,33,13,14,9,10,8
15107,60,12,14,8,15,11,28,57,7,12,55,23,14,20,25,25,17,50,44,33,38,66,12,44,7,9,15,14,16,6,58,62,61,59,57
15108,60,58,56,20,22,24,35,48,55,20,47,49,37,51,35,76,48,74,66,80,68,63,57,66,64,55,48,42,50,49,10,14,7,12,9
15109,60,47,36,58,64,66,57,60,30,59,34,43,34,36,33,54,62,67,46,65,44,63,61,48,25,26,35,37,48,36,6,8,14,11,9
15110,60,56,46,51,59,62,62,49,22,56,28,43,25,64,60,55,66,64,65,63,48,72,66,53,20,45,35,38,30,48,6,14,14,7,14
15111,60,52,59,54,65,68,59,61,57,56,44,45,48,47,38,67,59,57,58,55,52,57,49,36,36,32,42,40,42,37,12,10,12,11,8
15112,60,45,25,58,61,65,55,55,22,57,27,47,28,55,50,55,55,68,53,55,46,74,59,32,23,18,20,20,33,23,9,6,13,6,6
15113,60,65,64,37,58,60,55,60,51,58,55,42,37,65,61,64,58,45,78,61,54,55,49,49,55,58,60,55,39,30,12,9,7,5,9
15114,60,60,59,57,55,58,41,52,32,56,44,42,44,62,59,79,56,55,65,79,45,73,59,43,23,23,26,30,46,27,9,10,7,6,8
15115,60,61,64,18,14,21,51,56,61,14,55,55,52,55,46,64,54,65,48,68,63,65,60,59,61,56,49,43,61,47,10,13,6,11,5
15116,60,53,49,60,58,60,62,59,49,64,59,52,46,59,58,61,60,61,66,62,60,63,56,56,39,41,40,35,41,39,10,14,6,11,5
15117,60,60,58,53,52,56,55,57,60,60,59,55,41,62,58,70,70,40,70,63,67,51,40,65,56,57,35,34,35,34,12,6,13,11,11
15118,60,60,62,30,22,28,30,58,59,32,42,40,63,60,50,68,59,42,74,65,60,50,37,40,59,33,40,41,42,39,7,5,6,11,7
15119,60,68,67,36,39,34,40,47,55,35,50,64,42,65,44,72,73,68,73,70,74,68,68,71,58,58,48,42,43,40,12,13,9,13,9
15120,60,55,49,60,59,61,61,60,35,59,61,47,45,61,55,61,61,59,70,62,58,59,51,50,40,41,40,41,55,30,13,13,10,15,8
15121,60,19,7,6,11,13,26,58,4,10,23,22,11,17,19,23,25,42,43,26,25,58,14,45,6,6,14,12,19,8,60,61,55,60,60
15122,60,55,61,60,59,64,58,61,47,58,37,50,54,40,35,65,60,47,68,57,51,57,53,49,30,40,55,47,43,28,6,9,7,10,11
15123,60,50,45,58,68,70,55,57,32,60,50,48,40,60,55,54,63,47,68,58,43,74,57,44,20,35,45,35,30,30,13,8,6,11,12
15124,60,68,49,53,61,60,41,52,49,55,49,54,62,69,59,69,68,69,59,69,55,58,57,41,41,36,34,39,42,28,7,11,14,10,8
15125,60,55,62,33,34,61,49,47,55,38,53,47,61,52,45,81,69,58,73,84,75,48,36,65,54,58,47,39,45,49,9,7,8,13,8
15126,60,51,47,55,59,65,60,58,26,62,31,51,33,52,46,61,61,64,65,63,41,66,60,44,23,28,29,34,42,30,13,7,8,12,15
15127,60,63,52,45,66,61,69,59,52,47,56,60,43,69,60,65,68,66,61,69,64,56,56,67,45,56,42,47,48,35,11,14,13,12,10
15128,60,55,57,15,22,26,56,60,63,12,38,49,35,50,38,69,50,56,60,74,63,60,62,61,60,46,40,39,60,43,6,13,5,8,9
15129,60,18,8,7,11,12,24,41,6,8,27,25,11,17,23,27,24,59,25,17,22,31,13,47,9,8,13,14,13,9,57,69,60,63,58
15130,60,59,61,42,48,46,62,56,65,49,58,47,51,70,73,60,51,55,65,65,57,62,60,64,37,50,49,41,54,41,10,14,8,11,5
15131,60,70,68,33,39,32,31,55,48,30,50,54,61,65,52,75,49,47,79,68,72,67,40,57,55,42,51,45,49,48,8,9,12,6,5
15132,60,64,60,45,55,52,60,57,59,49,60,43,47,65,61,68,68,57,50,67,59,61,49,57,48,46,48,45,43,50,14,7,7,13,11
15133,60,58,59,23,30,28,40,56,53,21,49,45,39,58,42,69,54,62,72,74,70,65,57,66,63,62,46,43,65,50,6,9,9,6,10
15134,60,55,62,42,57,53,60,56,60,45,51,54,60,60,54,72,62,44,75,75,70,61,42,59,40,46,52,43,51,49,15,12,7,7,5
15135,60,60,51,22,25,38,45,48,62,31,43,55,30,50,34,55,64,85,42,50,49,70,74,60,63,54,34,35,60,47,13,6,7,13,12
15136,60,65,73,52,49,40,44,52,51,33,51,60,43,58,56,82,43,63,65,79,61,51,46,64,45,43,52,53,60,53,12,10,11,12,13
15137,60,46,42,58,57,62,49,54,25,59,33,45,27,50,48,64,68,71,54,73,51,83,61,36,24,21,38,26,32,23,9,14,9,7,11
15138,60,60,52,20,22,18,37,53,61,18,49,47,42,55,33,59,49,62,48,64,51,59,65,62,66,49,48,35,50,55,7,15,10,11,9
15139,60,61,63,15,21,23,42,45,54,21,43,44,34,54,32,69,54,72,45,77,58,61,62,59,62,38,38,28,55,54,7,6,11,13,7
15140,60,65,64,48,45,38,51,58,49,27,60,64,55,61,60,77,64,40,82,60,75,56,46,58,59,41,59,53,54,51,11,13,15,9,8
15141,60,58,55,59,55,61,68,50,36,53,50,48,31,66,55,65,59,69,81,63,71,70,48,44,32,39,36,33,35,29,12,10,8,13,11
15142,60,15,8,7,10,13,22,46,6,13,44,40,14,28,24,20,26,60,29,28,26,34,11,48,8,9,10,10,11,5,62,59,60,64,61
15143,60,65,63,46,56,63,68,61,56,50,54,54,52,67,61,69,55,56,61,66,65,61,56,65,41,44,45,46,49,44,5,13,9,7,9
15144,60,60,62,17,35,38,61,58,62,15,58,53,59,59,58,67,66,61,69,66,59,68,60,57,59,58,43,39,55,59,11,6,5,7,13
15145,60,62,58,52,60,57,65,54,53,53,56,55,48,66,65,67,67,75,55,63,54,72,66,67,46,50,50,44,45,48,6,14,11,14,15
15146,60,62,60,45,53,49,51,52,47,28,70,68,58,70,70,55,53,48,85,67,46,53,56,57,45,43,59,48,55,47,8,12,10,10,12
15147,60,55,59,50,53,57,70,45,53,57,51,53,54,52,50,90,70,51,83,85,84,58,43,58,51,53,49,44,42,49,13,13,11,14,9
15148,60,47,40,56,60,63,55,53,21,58,35,49,28,53,48,60,54,73,56,67,47,65,59,55,22,21,38,18,46,23,10,12,9,12,10
15149,60,64,66,28,33,36,35,46,51,26,49,57,61,56,49,71,47,70,58,73,59,53,49,70,61,53,56,49,62,58,11,13,14,14,11
15150,60,45,56,59,65,62,56,52,24,62,41,58,37,61,56,69,59,57,62,66,64,72,63,47,28,28,38,30,41,35,7,7,11,5,8
15151,60,14,9,19,16,15,21,45,6,7,55,40,12,23,29,22,30,55,50,26,30,60,16,45,8,7,11,15,33,8,59,60,61,60,65
15152,60,25,6,7,13,14,16,52,5,6,47,39,14,35,28,47,35,40,43,56,66,59,10,40,7,7,11,14,16,7,57,63,67,53,55
15153,60,63,65,41,48,49,61,44,54,47,60,61,49,63,64,75,52,54,82,68,86,38,41,54,46,44,50,39,41,48,6,5,10,13,6
15154,60,56,45,56,61,62,51,49,32,61,31,49,39,58,57,67,60,65,65,63,65,70,61,46,35,28,34,32,45,32,5,12,12,11,7
15155,60,58,58,56,60,57,57,48,47,58,37,46,54,52,41,76,59,65,72,78,68,66,50,44,39,34,45,30,36,31,12,10,7,9,12
15156,60,60,55,18,23,22,47,58,57,17,42,56,42,47,22,71,58,62,68,75,70,65,71,56,62,52,45,52,61,55,8,11,10,8,5
15157,60,58,68,12,17,15,31,55,56,13,43,47,26,54,35,74,53,48,76,71,56,55,62,54,67,56,40,42,60,44,7,10,6,8,12
15158,60,56,55,20,21,28,59,52,55,14,49,48,30,54,31,55,56,79,50,65,50,68,68,65,64,53,34,30,63,58,14,9,8,12,9
15159,60,65,65,15,21,13,32,41,47,12,47,53,63,44,42,82,34,31,73,81,75,42,28,52,61,48,48,31,42,53,12,8,11,14,13
15160,60,64,60,51,64,66,57,50,55,57,50,43,42,64,62,63,58,62,65,65,51,61,63,44,25,24,38,34,44,31,12,6,12,11,10
15161,60,68,68,60,58,58,57,57,46,51,51,41,49,70,62,63,59,48,69,55,65,55,50,54,41,39,39,37,40,42,6,10,8,11,6
15162,60,67,66,29,31,27,47,47,62,27,48,49,50,62,52,64,45,39,76,64,61,40,39,59,64,51,44,41,59,42,10,10,9,13,12
15163,60,62,67,31,29,30,30,58,55,21,56,54,59,64,58,69,46,57,63,66,50,49,47,63,56,48,63,43,58,54,7,8,7,7,11
15164,60,54,53,54,59,59,56,56,52,54,39,47,57,48,40,74,67,54,71,69,67,55,45,38,28,31,56,34,37,28,7,9,5,6,5
15165,60,60,58,48,52,57,51,59,54,51,57,61,62,65,62,73,55,45,75,69,78,56,40,56,47,51,57,42,48,47,6,9,7,11,15
15166,60,53,51,59,63,62,64,59,42,54,49,53,44,65,56,65,49,64,62,62,64,61,60,53,40,41,45,47,54,33,12,12,11,14,8
15167,60,54,53,55,60,61,48,53,41,52,36,51,55,50,49,70,60,55,76,71,60,60,51,54,34,44,32,52,51,23,9,15,12,15,6
15168,60,70,65,21,30,25,30,40,51,24,52,54,60,52,44,69,47,53,73,69,55,47,42,70,66,50,49,46,63,50,9,8,14,11,12
15169,60,53,52,51,56,59,59,54,51,52,33,47,52,53,47,73,75,63,80,76,75,72,48,31,33,34,43,37,41,29,11,12,9,7,13
15170,60,57,56,38,48,53,39,61,65,58,60,52,48,66,63,67,55,40,79,68,63,54,40,49,53,50,40,36,45,43,9,7,11,12,9
15171,60,62,64,42,55,57,54,59,56,28,61,55,55,67,65,68,62,56,69,68,73,58,49,62,48,62,60,52,56,54,13,12,12,5,13
15172,60,67,72,22,32,24,32,50,42,21,31,51,55,48,42,84,55,61,76,79,80,42,36,63,56,44,53,46,56,50,6,9,14,11,12
15173,60,62,60,58,59,62,70,61,56,56,59,57,51,64,60,55,71,72,63,55,64,69,60,64,48,46,57,45,55,44,12,6,14,11,9
15174,60,53,54,58,57,60,46,57,50,58,50,52,53,52,42,72,63,53,72,71,67,68,40,48,35,39,41,34,43,32,10,13,15,11,12
15175,60,55,58,62,65,60,64,58,36,61,55,42,51,63,57,63,45,51,67,60,57,64,60,60,39,32,47,43,53,35,6,14,11,12,15
15176,60,37,32,57,70,70,47,57,30,58,32,52,34,39,29,58,63,67,42,55,47,72,59,41,26,28,34,32,43,35,15,7,9,10,13
15177,60,70,72,16,14,23,21,40,43,19,56,61,57,58,56,76,61,38,83,71,83,71,29,45,53,51,54,50,55,47,10,9,8,13,8
